id;title__en;description__en;icon;tags;props__url;props__scheme;props__osi_approved
GFDL-1.2-or-later;GNU Free Documentation License v1.2 or later;;;all;https://www.gnu.org/licenses/old-licenses/fdl-1.2.txt;spdx;y
GFDL-1.3;GNU Free Documentation License v1.3;;;all;https://www.gnu.org/licenses/fdl-1.3.txt;spdx;y
GFDL-1.3-invariants-only;GNU Free Documentation License v1.3 only - invariants;;;all;https://www.gnu.org/licenses/fdl-1.3.txt;spdx;y
GFDL-1.3-invariants-or-later;GNU Free Documentation License v1.3 or later - invariants;;;all;https://www.gnu.org/licenses/fdl-1.3.txt;spdx;y
GFDL-1.3-no-cover-texts-no-invariant-sections;GNU Free Documentation License 1.3 with no cover texts and no invariant sections;;;all;https://opendefinition.org/licenses/gfdl;spdx;y
GFDL-1.3-no-invariants-only;GNU Free Documentation License v1.3 only - no invariants;;;all;https://www.gnu.org/licenses/fdl-1.3.txt;spdx;y
GFDL-1.3-no-invariants-or-later;GNU Free Documentation License v1.3 or later - no invariants;;;all;https://www.gnu.org/licenses/fdl-1.3.txt;spdx;y
GFDL-1.3-only;GNU Free Documentation License v1.3 only;;;all;https://www.gnu.org/licenses/fdl-1.3.txt;spdx;y
GFDL-1.3-or-later;GNU Free Documentation License v1.3 or later;;;all;https://www.gnu.org/licenses/fdl-1.3.txt;spdx;y
Giftware;Giftware License;;;all;http://liballeg.org/license.html#allegro-4-the-giftware-license;spdx;y
GL2PS;GL2PS License;;;all;http://www.geuz.org/gl2ps/COPYING.GL2PS;spdx;y
Glide;3dfx Glide License;;;all;http://www.users.on.net/~triforce/glidexp/COPYING.txt;spdx;y
Glulxe;Glulxe License;;;all;https://fedoraproject.org/wiki/Licensing/Glulxe;spdx;y
GLWTPL;Good Luck With That Public License;;;all;https://github.com/me-shaon/GLWTPL/commit/da5f6bc734095efbacb442c0b31e33a65b9d6e85;spdx;y
gnuplot;gnuplot License;;;all;https://fedoraproject.org/wiki/Licensing/Gnuplot;spdx;y
GPL-1.0;GNU General Public License v1.0 only;;;all;https://www.gnu.org/licenses/old-licenses/gpl-1.0-standalone.html;spdx;y
GPL-1.0+;GNU General Public License v1.0 or later;;;all;https://www.gnu.org/licenses/old-licenses/gpl-1.0-standalone.html;spdx;y
GPL-1.0-only;GNU General Public License v1.0 only;;;all;https://www.gnu.org/licenses/old-licenses/gpl-1.0-standalone.html;spdx;y
GPL-1.0-or-later;GNU General Public License v1.0 or later;;;all;https://www.gnu.org/licenses/old-licenses/gpl-1.0-standalone.html;spdx;y
GPL-2.0;GNU General Public License v2.0 only;;;all;https://opensource.org/licenses/GPL-2.0;spdx;y
GPL-2.0+;GNU General Public License v2.0 or later;;;all;https://opensource.org/licenses/GPL-2.0;spdx;y
GPL-2.0-only;GNU General Public License v2.0 only;;;all;https://opensource.org/licenses/GPL-2.0;spdx;y
GPL-2.0-or-later;GNU General Public License v2.0 or later;;;all;https://opensource.org/licenses/GPL-2.0;spdx;y
GPL-2.0-with-autoconf-exception;GNU General Public License v2.0 w/Autoconf exception;;;all;http://ac-archive.sourceforge.net/doc/copyright.html;spdx;y
GPL-2.0-with-bison-exception;GNU General Public License v2.0 w/Bison exception;;;all;http://git.savannah.gnu.org/cgit/bison.git/tree/data/yacc.c?id=193d7c7054ba7197b0789e14965b739162319b5e#n141;spdx;y
GPL-2.0-with-classpath-exception;GNU General Public License v2.0 w/Classpath exception;;;all;https://www.gnu.org/software/classpath/license.html;spdx;y
GPL-2.0-with-font-exception;GNU General Public License v2.0 w/Font exception;;;all;https://www.gnu.org/licenses/gpl-faq.html#FontException;spdx;y
GPL-2.0-with-GCC-exception;GNU General Public License v2.0 w/GCC Runtime Library exception;;;all;https://gcc.gnu.org/git/?p=gcc.git;a=blob;f=gcc/libgcc1.c;h=762f5143fc6eed57b6797c82710f3538aa52b40b;hb=cb143a3ce4fb417c68f5fa2691a1b1b1053dfba9#l10;spdx;y
GPL-3.0;GNU General Public License v3.0 only;;;all;https://opensource.org/licenses/GPL-3.0;spdx;y
GPL-3.0+;GNU General Public License v3.0 or later;;;all;https://opensource.org/licenses/GPL-3.0;spdx;y
GPL-3.0-only;GNU General Public License v3.0 only;;;all;https://opensource.org/licenses/GPL-3.0;spdx;y
GPL-3.0-or-later;GNU General Public License v3.0 or later;Permissions of this strong copyleft license are conditioned on making available complete source code of licensed works and modifications, which include larger works using a licensed work, under the same license. Copyright and license notices must be preserved. Contributors provide an express grant of patent rights.;;all;https://opensource.org/licenses/GPL-3.0;spdx;y
GPL-3.0-with-autoconf-exception;GNU General Public License v3.0 w/Autoconf exception;;;all;https://www.gnu.org/licenses/autoconf-exception-3.0.html;spdx;y
GPL-3.0-with-GCC-exception;GNU General Public License v3.0 w/GCC Runtime Library exception;;;all;https://www.gnu.org/licenses/gcc-exception-3.1.html;spdx;y
gSOAP-1.3b;gSOAP Public License v1.3b;;;all;http://www.cs.fsu.edu/~engelen/license.html;spdx;y
HaskellReport;Haskell Language Report License;;;all;https://fedoraproject.org/wiki/Licensing/Haskell_Language_Report_License;spdx;y
hesa-withrights;Higher Education Statistics Agency Copyright with data.gov.uk rights;;;all;https://web.archive.org/web/20131009082944/http://www.hesa.ac.uk/index.php?option=com_content&task=view&id=2619&Itemid=209;spdx;y
geo-no-fee-unrestricted;No Fee Unrestricted Use License Agreement For Government Geographic Data (Canada);;;all;http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1226945498401&lang=eng;spdx;y
lucent-plan9;Lucent Public License (Plan9);;;all,software;;spdx;y
jabber-osl;Jabber Open Source License;;;all,software;;spdx;y
user-jsim;JSIM Software License;;;all,software;http://www.physiome.org/jsim/download/license.html;spdx;y
eurofound;Eurofound license;;;all; http://www.eurofound.europa.eu/legal-and-data-protection-notices ;spdx;y
cc-nc;Creative Commons Non-Commercial (Any);;;all;http://creativecommons.org/licenses/by-nc/2.0/;spdx;y
canada-crown;Canadian Crown Copyright;;;all;;spdx;y
bsd-license;BSD licenses (New and Simplified);;;all,software;http://www.opensource.org/licenses/bsd-license.php;spdx;y
ODC-PDDL-1.0;Open Data Commons Public Domain Dedication and Licence 1.0;;;all,data;http://www.opendefinition.org/licenses/odc-pddl;spdx;y
LO-FR-2.0;Open License 2.0;;;all,data;https://www.etalab.gouv.fr/licence-ouverte-open-licence;spdx;y
zenodo-freetoread-1.0;Free for private use; right holder retains other rights, including distribution;;;all,data;;spdx;y
Hippocratic-2.1;Hippocratic License 2.1;;;all;https://github.com/EthicalSource/hippocratic-license/blob/58c0e646d64ff6fbee275bfe2b9492f914e3ab2a/LICENSE.txt;spdx;y
HPND;Historical Permission Notice and Disclaimer;;;all;https://opensource.org/licenses/HPND;spdx;y
HPND-sell-variant;Historical Permission Notice and Disclaimer - sell variant;;;all;https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/tree/net/sunrpc/auth_gss/gss_generic_token.c?h=v4.19;spdx;y
HTMLTIDY;HTML Tidy License;;;all;https://github.com/htacg/tidy-html5/blob/next/README/LICENSE.md;spdx;y
IBM-pibs;IBM PowerPC Initialization and Boot Software;;;all;http://git.denx.de/?p=u-boot.git;a=blob;f=arch/powerpc/cpu/ppc4xx/miiphy.c;h=297155fdafa064b955e53e9832de93bfb0cfb85b;hb=9fab4bf4cc077c21e43941866f3f2c196f28670d;spdx;y
ICU;ICU License;;;all;http://source.icu-project.org/repos/icu/icu/trunk/license.html;spdx;y
IJG;Independent JPEG Group License;;;all;http://dev.w3.org/cvsweb/Amaya/libjpeg/Attic/README?rev=1.2;spdx;y
ImageMagick;ImageMagick License;;;all;http://www.imagemagick.org/script/license.php;spdx;y
iMatix;iMatix Standard Function Library Agreement;;;all;http://legacy.imatix.com/html/sfl/sfl4.htm#license;spdx;y
Imlib2;Imlib2 License;;;all;https://git.enlightenment.org/legacy/imlib2.git/tree/COPYING;spdx;y
Info-ZIP;Info-ZIP License;;;all;http://www.info-zip.org/license.html;spdx;y
Intel-ACPI;Intel ACPI Software License Agreement;;;all;https://fedoraproject.org/wiki/Licensing/Intel_ACPI_Software_License_Agreement;spdx;y
Intel;Intel Open Source License;;;all;https://opensource.org/licenses/Intel;spdx;y
Interbase-1.0;Interbase Public License v1.0;;;all;https://web.archive.org/web/20060319014854/http://info.borland.com/devsupport/interbase/opensource/IPL.html;spdx;y
IPA;IPA Font License;;;all;https://opensource.org/licenses/IPA;spdx;y
IPL-1.0;IBM Public License v1.0;;;all;https://opensource.org/licenses/IPL-1.0;spdx;y
ISC;ISC License;;;all;https://opensource.org/licenses/ISC;spdx;y
JasPer-2.0;JasPer License;;;all;http://www.ece.uvic.ca/~mdadams/jasper/LICENSE;spdx;y
JPNIC;Japan Network Information Center License;;;all;https://gitlab.isc.org/isc-projects/bind9/blob/master/COPYRIGHT#L366;spdx;y
JSON;JSON License;;;all;http://www.json.org/license.html;spdx;y
LAL-1.2;Licence Art Libre 1.2;;;all;http://artlibre.org/licence/lal/licence-art-libre-12/;spdx;y
LAL-1.3;Licence Art Libre 1.3;;;all;https://artlibre.org/;spdx;y
Latex2e;Latex2e License;;;all;https://fedoraproject.org/wiki/Licensing/Latex2e;spdx;y
Leptonica;Leptonica License;;;all;https://fedoraproject.org/wiki/Licensing/Leptonica;spdx;y
LGPL-2.0;GNU Library General Public License v2 only;;;all;https://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html;spdx;y
LGPL-2.0+;GNU Library General Public License v2 or later;;;all;https://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html;spdx;y
LGPL-2.0-only;GNU Library General Public License v2 only;;;all;https://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html;spdx;y
LGPL-2.0-or-later;GNU Library General Public License v2 or later;;;all;https://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html;spdx;y
LGPL-2.1;GNU Lesser General Public License v2.1 only;;;all;https://opensource.org/licenses/LGPL-2.1;spdx;y
LGPL-2.1+;GNU Library General Public License v2.1 or later;;;all;https://opensource.org/licenses/LGPL-2.1;spdx;y
LGPL-2.1-only;GNU Lesser General Public License v2.1 only;;;all;https://opensource.org/licenses/LGPL-2.1;spdx;y
LGPL-2.1-or-later;GNU Lesser General Public License v2.1 or later;;;all;https://opensource.org/licenses/LGPL-2.1;spdx;y
LGPL-3.0;GNU Lesser General Public License v3.0 only;;;all;https://opensource.org/licenses/LGPL-3.0;spdx;y
LGPL-3.0+;GNU Lesser General Public License v3.0 or later;;;all;https://opensource.org/licenses/LGPL-3.0;spdx;y
LGPL-3.0-only;GNU Lesser General Public License v3.0 only;;;all;https://opensource.org/licenses/LGPL-3.0;spdx;y
LGPL-3.0-or-later;GNU Lesser General Public License v3.0 or later;Permissions of this copyleft license are conditioned on making available complete source code of licensed works and modifications under the same license or the GNU GPLv3. Copyright and license notices must be preserved. Contributors provide an express grant of patent rights. However, a larger work using the licensed work through interfaces provided by the licensed work may be distributed under different terms and without source code for the larger work.;;all;https://opensource.org/licenses/LGPL-3.0;spdx;y
LGPLLR;Lesser General Public License For Linguistic Resources;;;all;http://www-igm.univ-mlv.fr/~unitex/lgpllr.html;spdx;y
Libpng;libpng License;;;all;http://www.libpng.org/pub/png/src/libpng-LICENSE.txt;spdx;y
libpng-2.0;PNG Reference Library version 2;;;all;http://www.libpng.org/pub/png/src/libpng-LICENSE.txt;spdx;y
libselinux-1.0;libselinux public domain notice;;;all;https://github.com/SELinuxProject/selinux/blob/master/libselinux/LICENSE;spdx;y
libtiff;libtiff License;;;all;https://fedoraproject.org/wiki/Licensing/libtiff;spdx;y
LiLiQ-P-1.1;Licence Libre du Québec – Permissive version 1.1;;;all;http://opensource.org/licenses/LiLiQ-P-1.1;spdx;y
LiLiQ-R-1.1;Licence Libre du Québec – Réciprocité version 1.1;;;all;http://opensource.org/licenses/LiLiQ-R-1.1;spdx;y
LiLiQ-Rplus-1.1;Licence Libre du Québec – Réciprocité forte version 1.1;;;all;http://opensource.org/licenses/LiLiQ-Rplus-1.1;spdx;y
Linux-OpenIB;Linux Kernel Variant of OpenIB.org license;;;all;https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/tree/drivers/infiniband/core/sa.h;spdx;y
localauth-withrights;Local Authority Copyright with data.gov.uk rights;;;all;;spdx;y
LPL-1.0;Lucent Public License Version 1.0;;;all;https://opensource.org/licenses/LPL-1.0;spdx;y
LPPL-1.0;LaTeX Project Public License v1.0;;;all;http://www.latex-project.org/lppl/lppl-1-0.txt;spdx;y
LPPL-1.1;LaTeX Project Public License v1.1;;;all;http://www.latex-project.org/lppl/lppl-1-1.txt;spdx;y
LPPL-1.2;LaTeX Project Public License v1.2;;;all;http://www.latex-project.org/lppl/lppl-1-2.txt;spdx;y
LPPL-1.3a;LaTeX Project Public License v1.3a;;;all;http://www.latex-project.org/lppl/lppl-1-3a.txt;spdx;y
LPPL-1.3c;LaTeX Project Public License v1.3c;;;all;https://opensource.org/licenses/LPPL-1.3c;spdx;y
LPL-1.02;Lucent Public License v1.02;;;all;https://opensource.org/licenses/LPL-1.02;spdx;y
MakeIndex;MakeIndex License;;;all;https://fedoraproject.org/wiki/Licensing/MakeIndex;spdx;y
met-office-cp;Met Office UK Climate Projections Licence Agreement;;;all;https://www.metoffice.gov.uk/climatechange/science/monitoring/ukcp09/UKCIP08_license_agreement_130709.pdf;spdx;y
MirOS;The MirOS Licence;;;all;https://opensource.org/licenses/MirOS;spdx;y
MIT-0;MIT No Attribution;;;all;https://github.com/awsdocs/aws-cloud9-user-guide/blob/master/LICENSE-SAMPLECODE;spdx;y
MIT-advertising;Enlightenment License (e16);;;all;https://fedoraproject.org/wiki/Licensing/MIT_With_Advertising;spdx;y
MIT-CMU;CMU License;;;all;https://github.com/python-pillow/Pillow/blob/fffb426092c8db24a5f4b6df243a8a3c01fb63cd/LICENSE;spdx;y
MIT-enna;enna License;;;all;https://fedoraproject.org/wiki/Licensing/MIT#enna;spdx;y
MIT-feh;feh License;;;all;https://fedoraproject.org/wiki/Licensing/MIT#feh;spdx;y
MIT;MIT License;A short and simple permissive license with conditions only requiring preservation of copyright and license notices. Licensed works, modifications, and larger works may be distributed under different terms and without source code.;;recommended,all,software;https://opensource.org/licenses/MIT;spdx;y
MIT-Modern-Variant;MIT License Modern Variant;;;all;https://pirlwww.lpl.arizona.edu/resources/guide/software/PerlTk/Tixlic.html;spdx;y
MITNFA;MIT +no-false-attribs license;;;all;https://fedoraproject.org/wiki/Licensing/MITNFA;spdx;y
MIT-open-group;MIT Open Group variant;;;all;https://gitlab.freedesktop.org/xorg/app/xauth/-/blob/master/COPYING;spdx;y
mitre;MITRE Collaborative Virtual Workspace License (CVW License);;;all,software;https://opensource.org/licenses/CVW;spdx;y
Motosoto;Motosoto License;;;all;https://opensource.org/licenses/Motosoto;spdx;y
mpich2;mpich2 License;;;all;https://fedoraproject.org/wiki/Licensing/MIT;spdx;y
MPL-1.0;Mozilla Public License 1.0;;;all;https://opensource.org/licenses/MPL-1.0;spdx;y
MPL-1.1;Mozilla Public License 1.1;;;all;https://opensource.org/licenses/MPL-1.1;spdx;y
MPL-2.0;Mozilla Public License 2.0;;;all;https://opensource.org/licenses/MPL-2.0;spdx;y
MPL-2.0-no-copyleft-exception;Mozilla Public License 2.0 (no copyleft exception);;;all;https://opensource.org/licenses/MPL-2.0;spdx;y
MS-PL;Microsoft Public License;;;all;https://opensource.org/licenses/MS-PL;spdx;y
MS-RL;Microsoft Reciprocal License;;;all;https://opensource.org/licenses/MS-RL;spdx;y
MTLL;Matrix Template Library License;;;all;https://fedoraproject.org/wiki/Licensing/Matrix_Template_Library_License;spdx;y
MulanPSL-1.0;Mulan Permissive Software License, Version 1;;;all;https://github.com/yuwenlong/longphp/blob/25dfb70cc2a466dc4bb55ba30901cbce08d164b5/LICENSE;spdx;y
MulanPSL-2.0;Mulan Permissive Software License, Version 2;;;all;https://license.coscl.org.cn/MulanPSL2/;spdx;y
Multics;Multics License;;;all;https://opensource.org/licenses/Multics;spdx;y
Mup;Mup License;;;all;https://fedoraproject.org/wiki/Licensing/Mup;spdx;y
NAIST-2003;Nara Institute of Science and Technology License (2003);;;all;https://github.com/nodejs/node/blob/4a19cc8947b1bba2b2d27816ec3d0edf9b28e503/LICENSE#L343;spdx;y
NASA-1.3;NASA Open Source Agreement 1.3;;;all;https://opensource.org/licenses/NASA-1.3;spdx;y
Naumen;Naumen Public License;;;all;https://opensource.org/licenses/Naumen;spdx;y
NBPL-1.0;Net Boolean Public License v1;;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=37b4b3f6cc4bf34e1d3dec61e69914b9819d8894;spdx;y
NCGL-UK-2.0;Non-Commercial Government Licence;;;all;http://www.nationalarchives.gov.uk/doc/non-commercial-government-licence/version/2/;spdx;y
NetCDF;NetCDF license;;;all;http://www.unidata.ucar.edu/software/netcdf/copyright.html;spdx;y
Net-SNMP;Net-SNMP License;;;all;http://net-snmp.sourceforge.net/about/license.html;spdx;y
Newsletr;Newsletr License;;;all;https://fedoraproject.org/wiki/Licensing/Newsletr;spdx;y
NGPL;Nethack General Public License;;;all;https://opensource.org/licenses/NGPL;spdx;y
NIST-PD;NIST Public Domain Notice;;;all;https://github.com/tcheneau/Routing/blob/f09f46fcfe636107f22f2c98348188a65a135d98/README.md;spdx;y
NIST-PD-fallback;NIST Public Domain Notice with license fallback;;;all;https://github.com/usnistgov/fipy/blob/86aaa5c2ba2c6f1be19593c5986071cf6568cc34/LICENSE.rst;spdx;y
NLOD-1.0;Norwegian Licence for Open Government Data (NLOD) 1.0;;;all;http://data.norge.no/nlod/en/1.0;spdx;y
NLOD-2.0;Norwegian Licence for Open Government Data (NLOD) 2.0;;;all;http://data.norge.no/nlod/en/2.0;spdx;y
NLPL;No Limit Public License;;;all;https://fedoraproject.org/wiki/Licensing/NLPL;spdx;y
Nokia;Nokia Open Source License;;;all;https://opensource.org/licenses/nokia;spdx;y
NOSL;Netizen Open Source License;;;all;http://bits.netizen.com.au/licenses/NOSL/nosl.txt;spdx;y
notspecified;License Not Specified;;;all;;spdx;y
Noweb;Noweb License;;;all;https://fedoraproject.org/wiki/Licensing/Noweb;spdx;y
NPL-1.0;Netscape Public License v1.0;;;all;http://www.mozilla.org/MPL/NPL/1.0/;spdx;y
NPL-1.1;Netscape Public License v1.1;;;all;http://www.mozilla.org/MPL/NPL/1.1/;spdx;y
NPOSL-3.0;Non-Profit Open Software License 3.0;;;all;https://opensource.org/licenses/NOSL3.0;spdx;y
NRL;NRL License;;;all;http://web.mit.edu/network/isakmp/nrllicense.html;spdx;y
NTP-0;NTP No Attribution;;;all;https://github.com/tytso/e2fsprogs/blob/master/lib/et/et_name.c;spdx;y
NTP;NTP License;;;all;https://opensource.org/licenses/NTP;spdx;y
Nunit;Nunit License;;;all;https://fedoraproject.org/wiki/Licensing/Nunit;spdx;y
OCCT-PL;Open CASCADE Technology Public License;;;all;http://www.opencascade.com/content/occt-public-license;spdx;y
OCLC-2.0;OCLC Research Public License 2.0;;;all;https://opensource.org/licenses/OCLC-2.0;spdx;y
ODC-By-1.0;Open Data Commons Attribution License v1.0;;;all;https://opendatacommons.org/licenses/by/1.0/;spdx;y
ODbL-1.0;Open Data Commons Open Database License v1.0;;;all;https://opendatacommons.org/licenses/odbl/1-0/;spdx;y
OFL-1.0;SIL Open Font License 1.0;;;all;http://scripts.sil.org/cms/scripts/page.php?item_id=OFL10_web;spdx;y
OFL-1.0-no-RFN;SIL Open Font License 1.0 with no Reserved Font Name;;;all;http://scripts.sil.org/cms/scripts/page.php?item_id=OFL10_web;spdx;y
OFL-1.0-RFN;SIL Open Font License 1.0 with Reserved Font Name;;;all;http://scripts.sil.org/cms/scripts/page.php?item_id=OFL10_web;spdx;y
OFL-1.1-no-RFN;SIL Open Font License 1.1 with no Reserved Font Name;;;all;https://opensource.org/licenses/OFL-1.1;spdx;y
OFL-1.1-RFN;SIL Open Font License 1.1 with Reserved Font Name;;;all;https://opensource.org/licenses/OFL-1.1;spdx;y
OGC-1.0;OGC Software License, Version 1.0;;;all;https://www.ogc.org/ogc/software/1.0;spdx;y
OGDL-Taiwan-1.0;Taiwan Open Government Data License, version 1.0;;;all;https://data.gov.tw/license;spdx;y
OGL-Canada-2.0;Open Government Licence - Canada;;;all;https://open.canada.ca/en/open-government-licence-canada;spdx;y
OGL-UK-2.0;Open Government Licence v2.0;;;all;http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/;spdx;y
OGL-UK-3.0;Open Government Licence v3.0;;;all;http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/;spdx;y
OLDAP-1.1;Open LDAP Public License v1.1;;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=806557a5ad59804ef3a44d5abfbe91d706b0791f;spdx;y
OLDAP-1.2;Open LDAP Public License v1.2;;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=42b0383c50c299977b5893ee695cf4e486fb0dc7;spdx;y
OLDAP-1.3;Open LDAP Public License v1.3;;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=e5f8117f0ce088d0bd7a8e18ddf37eaa40eb09b1;spdx;y
OLDAP-1.4;Open LDAP Public License v1.4;;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=c9f95c2f3f2ffb5e0ae55fe7388af75547660941;spdx;y
OLDAP-2.0;Open LDAP Public License v2.0 (or possibly 2.0A and 2.0B);;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=cbf50f4e1185a21abd4c0a54d3f4341fe28f36ea;spdx;y
OLDAP-2.0.1;Open LDAP Public License v2.0.1;;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=b6d68acd14e51ca3aab4428bf26522aa74873f0e;spdx;y
OLDAP-2.1;Open LDAP Public License v2.1;;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=b0d176738e96a0d3b9f85cb51e140a86f21be715;spdx;y
OLDAP-2.2;Open LDAP Public License v2.2;;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=470b0c18ec67621c85881b2733057fecf4a1acc3;spdx;y
OLDAP-2.2.1;Open LDAP Public License v2.2.1;;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=4bc786f34b50aa301be6f5600f58a980070f481e;spdx;y
OLDAP-2.2.2;Open LDAP Public License 2.2.2;;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=df2cc1e21eb7c160695f5b7cffd6296c151ba188;spdx;y
OLDAP-2.3;Open LDAP Public License v2.3;;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=d32cf54a32d581ab475d23c810b0a7fbaf8d63c3;spdx;y
OLDAP-2.4;Open LDAP Public License v2.4;;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=cd1284c4a91a8a380d904eee68d1583f989ed386;spdx;y
OLDAP-2.5;Open LDAP Public License v2.5;;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=6852b9d90022e8593c98205413380536b1b5a7cf;spdx;y
OLDAP-2.6;Open LDAP Public License v2.6;;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=1cae062821881f41b73012ba816434897abf4205;spdx;y
OLDAP-2.7;Open LDAP Public License v2.7;;;all;http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=47c2415c1df81556eeb39be6cad458ef87c534a2;spdx;y
OLDAP-2.8;Open LDAP Public License v2.8;;;all;http://www.openldap.org/software/release/license.html;spdx;y
OML;Open Market License;;;all;https://fedoraproject.org/wiki/Licensing/Open_Market_License;spdx;y
OFL-1.1;SIL Open Font License 1.1;;;all;https://opensource.org/licenses/OFL-1.1;spdx;y
OGTSL;Open Group Test Suite License;;;all;https://opensource.org/licenses/OGTSL;spdx;y
OpenSSL;OpenSSL License;;;all;http://www.openssl.org/source/license.html;spdx;y
OPL-1.0;Open Public License v1.0;;;all;https://fedoraproject.org/wiki/Licensing/Open_Public_License;spdx;y
OPUBL-1.0;Open Publication License v1.0;;;all;https://www.ctan.org/license/opl;spdx;y
OSET-PL-2.1;OSET Public License version 2.1;;;all;https://opensource.org/licenses/OPL-2.1;spdx;y
OSL-1.0;Open Software License 1.0;;;all;https://opensource.org/licenses/OSL-1.0;spdx;y
OSL-1.1;Open Software License 1.1;;;all;https://fedoraproject.org/wiki/Licensing/OSL1.1;spdx;y
OSL-2.0;Open Software License 2.0;;;all;http://web.archive.org/web/20041020171434/http://www.rosenlaw.com/osl2.0.html;spdx;y
OSL-2.1;Open Software License 2.1;;;all;https://opensource.org/licenses/OSL-2.1;spdx;y
OSL-3.0;Open Software License 3.0;;;all;https://opensource.org/licenses/OSL-3.0;spdx;y
other-at;Other (Attribution);;;all;;spdx;y
other-closed;Other (Not Open);;;all;;spdx;y
other-nc;Other (Non-Commercial);;;all;;spdx;y
other-open;Other (Open);;;all;;spdx;y
other-pd;Other (Public Domain);;;all;;spdx;y
O-UDA-1.0;Open Use of Data Agreement v1.0;;;all;https://cdla.dev/open-use-of-data-agreement-v1-0/;spdx;y
Parity-6.0.0;The Parity Public License 6.0.0;;;all;https://paritylicense.com/versions/6.0.0.html;spdx;y
Parity-7.0.0;The Parity Public License 7.0.0;;;all;https://paritylicense.com/versions/7.0.0.html;spdx;y
PDDL-1.0;Open Data Commons Public Domain Dedication & License 1.0;;;all;https://opendatacommons.org/licenses/pddl/;spdx;y
PHP-3.0;PHP License v3.0;;;all;https://opensource.org/licenses/PHP-3.0;spdx;y
PHP-3.01;PHP License v3.01;;;all;http://www.php.net/license/3_01.txt;spdx;y
Plexus;Plexus Classworlds License;;;all;https://fedoraproject.org/wiki/Licensing/Plexus_Classworlds_License;spdx;y
PolyForm-Noncommercial-1.0.0;PolyForm Noncommercial License 1.0.0;;;all;https://polyformproject.org/licenses/noncommercial/1.0.0;spdx;y
PolyForm-Small-Business-1.0.0;PolyForm Small Business License 1.0.0;;;all;https://polyformproject.org/licenses/small-business/1.0.0;spdx;y
PostgreSQL;PostgreSQL License;;;all;https://opensource.org/licenses/PostgreSQL;spdx;y
PSF-2.0;Python Software Foundation License 2.0;;;all;https://opensource.org/licenses/Python-2.0;spdx;y
psfrag;psfrag License;;;all;https://fedoraproject.org/wiki/Licensing/psfrag;spdx;y
psutils;psutils License;;;all;https://fedoraproject.org/wiki/Licensing/psutils;spdx;y
CNRI-Python;CNRI Python License;;;all;https://opensource.org/licenses/CNRI-Python;spdx;y
Python-2.0;Python License 2.0;;;all;https://opensource.org/licenses/Python-2.0;spdx;y
Qhull;Qhull License;;;all;https://fedoraproject.org/wiki/Licensing/Qhull;spdx;y
QPL-1.0;Q Public License 1.0;;;all;https://opensource.org/licenses/QPL-1.0;spdx;y
Rdisc;Rdisc License;;;all;https://fedoraproject.org/wiki/Licensing/Rdisc_License;spdx;y
RHeCos-1.1;Red Hat eCos Public License v1.1;;;all;http://ecos.sourceware.org/old-license.html;spdx;y
RPL-1.1;Reciprocal Public License 1.1;;;all;https://opensource.org/licenses/RPL-1.1;spdx;y
RPL-1.5;Reciprocal Public License 1.5;;;all;https://opensource.org/licenses/RPL-1.5;spdx;y
RPSL-1.0;RealNetworks Public Source License v1.0;;;all;https://opensource.org/licenses/RPSL-1.0;spdx;y
